date,spring_baseline,spring_no_effects,spring_without_seasonality,spring_without_vaccines,spring_without_rapid_tests
2021-01-15,9.84851586342223,9.90453863452396,9.829841606388321,9.782437723148394,9.880118452248848
2021-01-16,9.910284559765163,9.95768844300509,9.924649372868169,9.842769938181025,9.923212891557872
2021-01-17,9.933268260729978,9.989291031831707,9.95481548038449,9.880118452248846,9.898792709282757
2021-01-18,9.936141223350578,9.949069555143288,9.933268260729978,9.848515863422229,9.890173821420953
2021-01-19,9.825532162457417,9.837024012939825,9.891610302731255,9.7953660549411,9.803984942802908
2021-01-20,9.83271456900892,9.842769938181027,9.88442789617975,9.811167349354408,9.837024012939827
2021-01-21,9.821222718526514,9.809730868044108,9.861444195214936,9.802548461492604,9.855698269973736
2021-01-22,9.70774069501275,9.625861260325609,9.653154405221322,9.676138106186134,9.694812363220047
2021-01-23,9.531053493845754,9.50376034895004,9.475030722744027,9.480776647985229,9.601441078050494
2021-01-24,9.46641183488222,9.424753876883498,9.485086091916129,9.34000147957575,9.59856811542989
2021-01-25,9.29259759633582,9.200662792476574,9.294034077646126,9.200662792476573,9.439118689986504
2021-01-26,9.217900568200182,9.157568353167552,9.184861498063267,9.084307806342208,9.342874442196353
2021-01-27,9.072815955859802,8.91911245565762,9.036903923102281,8.8860733855207,9.147512983995446
2021-01-28,8.830050614418967,8.710822665664004,8.842978946211677,8.631816193597462,8.844415427521977
2021-01-29,8.644744525390166,8.492477506498284,8.703640259112499,8.455128992430463,8.669164707665281
2021-01-30,8.539881389738209,8.312917342710685,8.558555646772117,8.292806604366474,8.420653440983244
2021-01-31,8.225291982782336,8.045731818994737,8.235347351954442,8.077334407821354,8.113246440578875
2021-02-01,7.981090160031201,7.968161828238494,8.038549412443233,7.81589480934661,7.879099986999846
2021-02-02,7.798657033623,7.749816669072773,7.844624435552627,7.683738528798937,7.6981033419019465
2021-02-03,7.5558916921821675,7.531471509907053,7.688047972729842,7.469702813564121,7.439536706047803
2021-02-04,7.320308757292837,7.331800607775245,7.459647444392013,7.27003191143231,7.284396724535317
2021-02-05,7.120637855161027,7.185279514124564,7.248484691777799,7.084725822403508,7.159422850539149
2021-02-06,6.877872513720193,6.969807317579446,7.0186476821296715,6.959751948407339,7.0488137896459895
2021-02-07,6.711240681725301,6.8879278828923,6.86925362585839,6.785937709860942,6.897983252064406
2021-02-08,6.550354774971613,6.648035504072067,6.721296050897407,6.655217910623572,6.7715728967579345
2021-02-09,6.362175723322209,6.504387373041988,6.540299405799506,6.435436270147549,6.596322176901239
2021-02-10,6.247257218498145,6.395214793459127,6.411016087872436,6.3090259148410786,6.446928120629958
2021-02-11,6.172560190362504,6.182615559534612,6.298970545668975,6.136648157604984,6.275986844704162
2021-02-12,6.00161891443671,6.094990199606262,6.196980372637618,5.952778549886483,6.033221503263329
2021-02-13,5.8752085591302405,6.017420208850019,6.038967428504532,5.744488759892868,5.840733007683022
2021-02-14,5.743052278582566,5.807693937546103,5.81918578802851,5.608023035414293,5.662609325205724
2021-02-15,5.635316180310007,5.705703764514748,5.699957839273543,5.480176198797523,5.500286937141736
2021-02-16,5.487358605349026,5.554873226933164,5.536198969899255,5.313544366802632,5.329345661215941
2021-02-17,5.320726773354134,5.4413912034194025,5.34658343693955,5.190006974116764,5.2603945583215035
2021-02-18,5.174205679703453,5.369567137904363,5.2187366003227815,5.0535412496381875,5.174205679703456
2021-02-19,5.09519920763691,5.2273554881845845,5.077961431913303,4.990336071984953,5.106691058119319
2021-02-20,4.981717184123147,5.0923262450163085,4.977407740192247,4.899837749436004,5.016192735570368
2021-02-21,4.799284057714948,5.067906062741197,4.901274230746305,4.753316655785323,4.931440338262621
2021-02-22,4.629779263099453,4.964479408399541,4.744697767923517,4.613977968686146,4.842378497023972
2021-02-23,4.539280940550504,4.866798679299085,4.667127777167276,4.4746392815869696,4.780609800681037
2021-02-24,4.457401505863359,4.784919244611941,4.504805389103287,4.342483001039296,4.6125414873758475
2021-02-25,4.280714304696362,4.734642398751413,4.381267996417418,4.346792444970199,4.522043164826897
2021-02-26,4.141375617597185,4.634088707030358,4.305134486971476,4.221818570974031,4.402815216071931
2021-02-27,4.046567851117333,4.540717421860806,4.269222454213957,4.157176912010494,4.262040047662453
2021-02-28,4.056623220289438,4.379831515107118,4.208890239181325,4.078170439943951,4.18159709428561
2021-03-01,4.030766556704024,4.379831515107117,4.175851169044405,4.0106558183598136,4.068115070771848
2021-03-02,3.999163967877407,4.308007449592079,4.082479883874854,3.981926192153799,4.00203693049801
2021-03-03,3.9316493462932693,4.241929309318242,4.072424514702749,3.915848051879962,3.9531965659477835
2021-03-04,3.9718708229816913,4.243365790628543,4.027893594083425,3.7908741778837927,3.839714542434021
2021-03-05,3.9603789724992855,4.2577306037315505,3.94888712201688,3.7650175142983775,3.769326958229281
2021-03-06,3.872753612570937,4.203144313940121,3.818167322779508,3.6601543786464203,3.7520891825056726
2021-03-07,3.833968617192816,4.204580795250421,3.779382327401387,3.56821957478717,3.645789565543413
2021-03-08,3.724796037609956,4.063805626840943,3.7319784441614607,3.5035779158236338,3.609877532785894
2021-03-09,3.6371706776816084,4.102590622219065,3.6989393740245426,3.4403727381703986,3.5524182803738626
2021-03-10,3.5739655000283723,4.14712154283839,3.6659003038876246,3.436063294239497,3.5466723551326593
2021-03-11,3.5050143971339347,4.062369145530643,3.6256788271992018,3.4073336680334814,3.4920860653412285
2021-03-12,3.42600792506739,3.976180266912595,3.63860715899191,3.3340731212081414,3.460483476514612
2021-03-13,3.400151261481977,4.053750257668837,3.686011042231835,3.3326366398978404,3.407333668033482
2021-03-14,3.3211447894154333,4.052313776358537,3.673082710439128,3.3240177520360343,3.424571443757091
2021-03-15,3.280923312727011,4.101154140908765,3.654408453405218,3.326890714656637,3.390095892309873
2021-03-16,3.278050350106409,4.157176912010495,3.698939374024542,3.3326366398978404,3.4102066306540832
2021-03-17,3.223464060314979,4.1557404307001935,3.707558261886348,3.3211447894154333,3.345564971690548
2021-03-18,3.2033533219707673,4.206017276560722,3.7089947431966483,3.285232756657914,3.4116431119643846
2021-03-19,3.1990438780398653,4.287896711247868,3.7161771497481513,3.3053434950021248,3.456174032583709
2021-03-20,3.173187214454451,4.395632809520427,3.723359556299656,3.247884242590094,3.473411808307318
2021-03-21,3.206226284591369,4.467456875035467,3.690320486162738,3.309652938933027,3.5150697663060417
2021-03-22,3.2134086911428734,4.592430749031634,3.753525663815972,3.322581270725735,3.5940762383725855
2021-03-23,3.2062262845913696,4.701603328614494,3.8310956545722155,3.335509602518442,3.5409264298914556
2021-03-24,3.295288125830019,4.7949746137840465,3.8928643509151497,3.319708308105133,3.631424752440405
2021-03-25,3.3182718267948315,4.859616272747583,4.017838224911317,3.3570568221729533,3.6702097478185265
2021-03-26,3.345564971690546,4.984590146743752,4.07529747732335,3.348437934311149,3.708994743196649
2021-03-27,3.375731079206863,5.09519920763691,4.157176912010495,3.4418092194807,3.7607080703674773
2021-03-28,3.349874415621448,5.283378259286314,4.244802271938843,3.4288808876879933,3.7951836218146955
2021-03-29,3.372858116586262,5.451446572591508,4.2993885617302725,3.4561740325837085,3.780818808711688
2021-03-30,3.3857864483789677,5.59940414755249,4.328118187936288,3.4777212522382204,3.9072291640181587
2021-03-31,3.3168353454845305,5.842169488993323,4.447346136691254,3.471975326997017,3.9215939771211654
2021-04-01,3.325454233346335,6.133775194984383,4.501932426482685,3.5179427289266423,3.9546330472580835
2021-04-02,3.361366266103855,6.38228646166642,4.576629454618326,3.614186976716796,3.9704343416713925
2021-04-03,3.3699851539656596,6.546045331040712,4.624033337858251,3.634297715061007,4.017838224911319
2021-04-04,3.424571443757089,6.8362145557214715,4.769117950198631,3.6989393740245413,4.0796069212542525
2021-04-05,3.4446821821013014,7.005719350336964,4.869671641919687,3.721923074989354,4.170105243803203
2021-04-06,3.464792920445512,7.37776800970487,5.007573847708562,3.8038025096764994,4.227564496215234
2021-04-07,3.4935225466515276,7.74263426252127,5.056414212258789,3.8784995378121407,4.290769673868469
2021-04-08,3.536616985960551,8.039985893753537,5.23741085735669,3.9661248977404893,4.325245225315688
2021-04-09,3.5437993925120557,8.432145291465652,5.382495469697068,4.036512481945228,4.523479646137198
2021-04-10,3.5754019813386724,8.91767597434732,5.468684348315118,4.060932664220341,4.639834632271561
2021-04-11,3.565346612166567,9.334255554334549,5.5922217410009845,4.104027103529365,4.743261286613219
2021-04-12,3.586893831821079,10.033821952451035,5.748798203823772,4.195961907388616,4.922821450400818
2021-04-13,3.6184964206476957,10.509297266160596,5.895319297474452,4.197398388698916,5.053541249638188
2021-04-14,3.7003758553348414,11.160023299726857,6.05620520422814,4.29364263648907,5.221609562943381
2021-04-15,3.6716462291288257,11.80787637067251,6.189797966086114,4.3381735571083935,5.438518240798801
2021-04-16,3.6773921543700294,12.5131886940302,6.321954246633789,4.376958552486515,5.500286937141735
2021-04-17,3.6702097478185247,13.100709549943224,6.546045331040712,4.461710949794263,5.645371549482117
2021-04-18,3.727669000230556,13.903702602401365,6.652344948002968,4.527789090068098,5.728687465479561
2021-04-19,3.7362878880923613,14.733988799755224,6.718423088276807,4.606795562134642,5.7674724608576815
2021-04-20,3.765017514298378,15.798421450688114,6.817540298687561,4.687238515511487,5.840733007683023
2021-04-21,3.7405973320232637,17.02517648968499,6.966934354958842,4.671437221098177,6.005928358367615
2021-04-22,3.8267862106413113,18.330938000748404,7.05168675226659,4.690111478132089,6.102172606157766
2021-04-23,3.835405098503116,20.097810012418385,7.208263215089377,4.727459992199909,6.201289816568521
2021-04-24,3.8555158368473275,22.275515678834385,7.2700319114323095,4.789228688542845,6.284605732565967
2021-04-25,3.839714542434018,24.652892247382194,7.363403196601862,4.822267758679761,6.484276634697777
2021-04-26,3.8368415798134174,27.196900647924895,7.468266332253819,4.774863875439835,6.61499643393515
2021-04-27,3.7779458460910855,29.818479039223845,7.5501457669409655,4.782046281991339,6.639416616210261
2021-04-28,3.7808188087116856,32.338067257491424,7.637771126869313,4.812212389507655,6.708367719104702
2021-04-29,3.7276690002305566,35.29147283146986,7.744070743831572,4.792101651163445,6.81610381737726
2021-04-30,3.67882863568033,37.67172236263828,7.682302047488638,4.761935543647128,6.9022926959953095
2021-05-01,3.644353084233111,40.107994664908425,7.744070743831572,4.682929071580585,6.948260097924933
2021-05-02,3.5524182803738595,42.33741365849525,7.761308519555182,4.661381851926072,6.969807317579446
2021-05-03,3.530871060719348,44.519428768842154,7.7368883372800665,4.629779263099454,7.070361009300501
2021-05-04,3.492086065341227,46.562105192089874,7.696666860591647,4.598176674272837,7.305943944189832
2021-05-05,3.372858116586262,48.57605198913159,7.600422612801494,4.615414449996448,7.422298930324195
2021-05-06,3.259376093072498,50.417621028937205,7.4424096686684065,4.624033337858251,7.463956888322917
2021-05-07,3.163131845282346,52.55079577473388,7.4064976359108865,4.555082234963814,7.50130540239074
2021-05-08,3.0611416722509897,54.63369367467002,7.290142649776523,4.533535015309301,7.610477981973598
2021-05-09,3.002245938528657,56.63183917729843,7.221191546882083,4.513424276965091,7.718214080246158
2021-05-10,2.8959463215663988,58.810981325024734,7.196771364606972,4.4789487255178715,7.815894809346612
2021-05-11,2.7709724475702298,60.84647534172097,7.114891929919826,4.453092061932457,7.823077215898115
2021-05-12,2.7005848633654908,62.972467680966126,6.962624911027942,4.343919482349596,7.764181482175783
2021-05-13,2.635943204401955,65.13149909034821,6.837651037031773,4.198834870009217,7.820204253277513
2021-05-14,2.542571919232404,67.40832196717497,6.701185312553198,4.142812098907487,7.893464800102853
2021-05-15,2.411852119995032,69.64779632993391,6.551791256281915,4.052313776358537,7.894901281413154
2021-05-16,2.299806577791571,72.03379178634353,6.445491639319657,3.918721014500563,7.790038145761198
2021-05-17,2.156158446761491,73.81215564849589,6.261622031601155,3.7908741778837927,7.653572421282622
2021-05-18,2.0872073438670533,75.67958135188694,6.074879461262053,3.6429166029228117,7.675119640937135
2021-05-19,1.980907726904794,77.65761611617111,5.949905587265884,3.5596006869253656,7.677992603557736
2021-05-20,1.8746081099425356,79.91720121727425,5.880954484371446,3.450428107342505,7.568820023974876
2021-05-21,1.8171488575305046,81.93833042086747,5.757417091685578,3.365675710034758,7.4381002247375045
2021-05-22,1.7855462687038866,83.66929039977991,5.679847100929335,3.309652938933028,7.396442266738782
2021-05-23,1.720904609740351,85.33991816365977,5.477303236176923,3.1846790649368586,7.417989486393292
2021-05-24,1.6979209087755387,87.47596587207703,5.2991795536996245,3.0740700040436977,7.458210963081714
2021-05-25,1.5786929600205726,89.46692896815391,5.138293646945937,2.976389274943244,7.315999313361937
2021-05-26,1.515487782367338,91.21369024147967,4.9716618149510445,2.848542438326473,7.215445621640881
2021-05-27,1.4350448289904933,92.686083584538,4.6829290715805865,2.7537346718466216,7.1953348832966695
2021-05-28,1.3416735438209422,94.01626527787653,4.480385206828174,2.618705428678347,7.236992841295393
2021-05-29,1.2712859596162036,95.09937218584334,4.330991150556891,2.503786923854283,7.259976542260205
2021-05-30,1.1965889314805622,96.16236835546592,4.21750912704313,2.4377087835804465,7.231246916054189
2021-05-31,1.144875604309734,96.64789903834759,4.081043402564554,2.3773765685478137,7.137875630884638
